order_num,customer_nme,order_date,docket_id,board_grade,material_dsc,width,length,order_qty
5031591-1,Iconic Elements Inc.,2026-01-15,187020,"DW ",BC42 K,28.10,84.01,500
5031395-1,Moyer Diebel Limited,2025-12-22,117264,"DW ",BC42 K,33.02,101.06,200
5030935-1,Ecologix Heating Technologies,2025-11-03,173641,"C  ",C32 K,29.00,34.10,200
5031566-2,Jake Connor And Crew,2026-01-14,150073,"C  ",C26 K,48.00,48.00,1250
5031429-1,Hero Dehydrated Dog Treats Inc,2025-12-29,176045,"C  ",C32 K,25.05,50.02,2000
5031441-1,Hero Dehydrated Dog Treats Inc,2026-01-02,176045,"C  ",C32 K,25.05,50.02,2000
5031663-1,Flamaglo Foods - Sustainable Creamery,2026-01-22,173378,"B  ",B32 K,20.12,48.04,9000
5031467-1,Bold Canine,2026-01-06,140079,"B  ",B32 K,19.13,53.01,10000
5031468-1,Bold Canine,2026-01-06,172701,"B  ",B32 K,19.10,46.11,10000
5031351-1,Bold Canine,2025-12-15,185815,"C  ",C44 K,18.12,59.06,5000
5031351-2,Bold Canine,2025-12-15,185816,"C  ",C44 K,18.12,59.06,5000
5031351-3,Bold Canine,2025-12-15,185817,"C  ",C44 K,18.12,59.06,5000
5031351-4,Bold Canine,2025-12-15,185819,"C  ",C44 K,18.12,59.06,5000
5031131-1,Bold Canine,2025-11-20,185818,"C  ",C44 K,18.12,59.06,5000
5031137-1,Bold Canine,2025-11-20,140079,"B  ",B32 K,19.13,53.01,10000
5031353-1,OC Tanner OCT002,2025-12-16,102901,"B  ",B32 K,29.10,50.04,3000
5031103-1,Grime Eater Products Inc,2025-11-18,170383,"C  ",C32 OY,24.06,47.14,500
5031103-2,Grime Eater Products Inc,2025-11-18,170384,"C  ",C32 OY,24.06,47.14,2500
5031831-1,Grime Eater Products Inc,2026-02-10,170384,"C  ",C32 OY,24.06,47.14,2000
5031831-2,Grime Eater Products Inc,2026-02-10,170381,"C  ",C32 OY,24.06,47.14,500
5031831-3,Grime Eater Products Inc,2026-02-10,170382,"C  ",C32 OY,24.06,47.14,500
5031059-1,Radial,2025-11-13,100191,"C  ",C32 K,24.10,54.03,10000
5031000-1,Radial,2025-11-10,103631,"C  ",C32 K,41.13,100.05,100
5030978-1,Printmate Graphics (pmg) Ltd,2025-11-06,186057,"C  ",C32 K,45.01,76.07,245
5031186-1,Printmate Graphics (pmg) Ltd,2025-11-26,186057,"C  ",C32 K,45.01,76.07,100
5031266-1,Amazing Clubs Of Canada,2025-12-04,186211,"C  ",C32 K,18.14,50.02,500
5031266-2,Amazing Clubs Of Canada,2025-12-04,183429,"E  ",E32 OY 2S,20.01,43.04,2000
5031009-1,Amazing Clubs Of Canada,2025-11-10,176662,"C  ",C32 K,15.00,31.03,3375
5031009-2,Amazing Clubs Of Canada,2025-11-10,139899,"C  ",C32 K,14.06,50.03,5000
5031694-1,Amazing Clubs Of Canada,2026-01-27,139086,"C  ",C32 K,16.14,47.03,5000
5031443-1,Amazing Clubs Of Canada,2026-01-05,180114,"C  ",C32 K,9.11,32.11,4000
5031660-1,Blake Medical Distribution,2026-01-22,105024,"C  ",C44 K,33.02,63.03,1000
5031115-1,Blake Medical Distribution,2025-11-18,157898,"C  ",C32 K,31.06,53.02,800
5031115-2,Blake Medical Distribution,2025-11-18,163759,"C  ",C32 K,36.14,59.02,300
5031129-1,Blake Medical Distribution,2025-11-19,105909,"C  ",C32 K,22.03,54.15,400
5031256-1,Blake Medical Distribution,2025-12-03,162530,"C  ",C32 K,31.06,53.02,10000
5031169-1,Blake Medical Distribution,2025-11-25,105024,"C  ",C44 K,33.02,63.03,500
5031119-1,Blake Medical Distribution,2025-11-19,163442,"C  ",C32 K,36.14,59.02,600
5031044-1,Fenwood Farms,2025-11-13,169854,"DW ",BC54 K,24.12,65.08,3500
5031593-1,Fenwood Farms,2026-01-15,169854,"DW ",BC54 K,24.12,65.08,3500
5031624-1,Keen Canada Outdoor Ulc,2026-01-19,170566,"C  ",C32 K,25.08,44.02,2000
5031624-2,Keen Canada Outdoor Ulc,2026-01-19,170822,"C  ",C32 K,30.08,76.02,3000
5031624-3,Keen Canada Outdoor Ulc,2026-01-19,170569,"C  ",C32 K,25.08,66.02,3000
5031624-4,Keen Canada Outdoor Ulc,2026-01-19,170568,"C  ",C32 K,32.08,74.02,2000
5031624-5,Keen Canada Outdoor Ulc,2026-01-19,170823,"C  ",C32 K,32.08,80.02,6000
5031624-6,Keen Canada Outdoor Ulc,2026-01-19,170571,"C  ",C32 K,30.08,86.02,2000
5031624-7,Keen Canada Outdoor Ulc,2026-01-19,170570,"C  ",C32 K,34.08,86.02,4000
5031253-1,Keen Canada Outdoor Ulc,2025-12-03,170569,"C  ",C32 K,25.08,66.02,2000
5031253-2,Keen Canada Outdoor Ulc,2025-12-03,170823,"C  ",C32 K,32.08,80.02,4000
5031370-1,Keen Canada Outdoor Ulc,2025-12-17,170567,"C  ",C32 K,28.10,60.02,3000
5031312-1,Keen Canada Outdoor Ulc,2025-12-09,170568,"C  ",C32 K,32.08,74.02,2000
5031041-1,Wika Instruments Ltd.,2025-11-12,113752,"C  ",C32 K,18.10,85.14,150
5031041-2,Wika Instruments Ltd.,2025-11-12,114464,"C  ",C32 K,24.10,69.14,250
5031367-1,Wika Instruments Ltd.,2025-12-17,103691,"C  ",C32 K,20.10,52.02,200
5031104-1,Wasabi Media,2025-11-18,185144,"B  ",B32 Coated White 2S,42.10,42.12,100
5031720-1,Milburn Universal Designs,2026-01-30,105792,"DW ",BC42 OY,34.02,74.10,300
5031720-2,Milburn Universal Designs,2026-01-30,121368,"DW ",BC42 OY,36.02,80.10,300
5031403-1,Moen Inc.,2025-12-22,105006,"C  ",C32 K,14.02,34.07,2000
5031349-1,Moen Inc.,2025-12-15,103928,"C  ",C44 K,28.07,79.00,4200
5031352-1,Vytal Filtration Technologies,2025-12-16,103530,"C  ",C32 K,29.12,38.02,2000
5031343-1,Big Country Raw,2025-12-15,182156,"C  ",C40 Coated White 1S,33.12,67.10,3000
5031244-1,Big Country Raw,2025-12-02,163820,"C  ",C40 K,32.12,66.10,2000
5031245-1,Big Country Raw,2025-12-02,163821,"C  ",C40 K,32.12,66.10,2000
5031246-1,Big Country Raw,2025-12-02,176525,"C  ",C40 K,32.12,66.10,2000
5031231-1,Big Country Raw,2025-11-28,182148,"C  ",C32 Coated White 1S,37.08,43.10,3000
5031232-1,Big Country Raw,2025-11-28,182158,"C  ",C40 Coated White 1S,33.12,67.10,2000
5031233-1,Big Country Raw,2025-11-28,182159,"C  ",C40 Coated White 1S,33.12,67.10,4000
5031278-1,Big Country Raw,2025-12-05,186702,"C  ",C40 Coated White 2S,32.08,51.07,500
5031278-2,Big Country Raw,2025-12-05,186703,"C  ",C40 Coated White 2S,32.08,51.07,500
5031278-3,Big Country Raw,2025-12-05,186568,"C  ",C40 Coated White 2S,32.08,51.07,2000
5031288-1,Big Country Raw,2025-12-08,163529,"C  ",C40 K,32.12,66.10,3400
5031289-1,Big Country Raw,2025-12-08,168356,"C  ",C40 K,32.12,66.10,3400
5031291-1,Big Country Raw,2025-12-08,182153,"C  ",C40 Coated White 1S,33.12,67.10,6000
5031292-1,Big Country Raw,2025-12-08,182154,"C  ",C40 Coated White 1S,33.12,67.10,3500
5031199-1,Big Country Raw,2025-11-27,163529,"C  ",C40 K,32.12,66.10,8000
5031200-1,Big Country Raw,2025-11-27,168356,"C  ",C40 K,32.12,66.10,4000
5031105-1,Big Country Raw,2025-11-18,182157,"C  ",C40 Coated White 1S,33.12,67.10,1200
5031110-1,Big Country Raw,2025-11-18,182153,"C  ",C40 Coated White 1S,33.12,67.10,4000
5031018-1,Big Country Raw,2025-11-11,163529,"C  ",C40 K,32.12,66.10,12000
5031021-1,Big Country Raw,2025-11-11,182154,"C  ",C40 Coated White 1S,33.12,67.10,2000
5031022-1,Big Country Raw,2025-11-11,168356,"C  ",C40 K,32.12,66.10,6000
5030929-1,Big Country Raw,2025-11-03,182156,"C  ",C40 Coated White 1S,33.12,67.10,3000
5030930-1,Big Country Raw,2025-11-03,182155,"C  ",C40 Coated White 1S,33.12,67.10,2000
5031385-1,Big Country Raw,2025-12-18,186887,"C  ",C32 Coated White 1S,37.08,43.10,5000
5031405-1,Big Country Raw,2025-12-23,186890,"C  ",C32 Coated White 1S,37.08,43.10,6500
5031406-1,Big Country Raw,2025-12-23,186889,"C  ",C32 Coated White 1S,37.08,43.10,4000
5031407-1,Big Country Raw,2025-12-23,186888,"C  ",C32 Coated White 1S,37.08,43.10,6000
5031408-1,Big Country Raw,2025-12-23,186886,"C  ",C32 Coated White 1S,37.08,43.10,4000
5031478-1,Big Country Raw,2026-01-07,187009,"C  ",C40 Coated White 1S,33.12,67.10,15000
5031479-1,Big Country Raw,2026-01-07,187010,"C  ",C40 Coated White 1S,33.12,67.10,5000
5031480-1,Big Country Raw,2026-01-07,187011,"C  ",C40 Coated White 1S,33.12,67.10,6000
5031482-1,Big Country Raw,2026-01-07,187012,"C  ",C40 Coated White 1S,33.12,67.10,6500
5031483-1,Big Country Raw,2026-01-07,186897,"C  ",C40 Coated White 1S,33.12,67.10,4500
5031497-1,Big Country Raw,2026-01-08,163529,"C  ",C40 K,32.12,66.10,9000
5031498-1,Big Country Raw,2026-01-08,163820,"C  ",C40 K,32.12,66.10,2000
5031499-1,Big Country Raw,2026-01-08,163821,"C  ",C40 K,32.12,66.10,2200
5031500-1,Big Country Raw,2026-01-08,168356,"C  ",C40 K,32.12,66.10,5000
5031501-1,Big Country Raw,2026-01-08,176525,"C  ",C40 K,32.12,66.10,2200
5031573-1,Big Country Raw,2026-01-14,187013,"C  ",C40 K,32.12,66.10,13000
5031574-1,Big Country Raw,2026-01-14,187014,"C  ",C40 K,32.12,66.10,3500
5031575-1,Big Country Raw,2026-01-14,187015,"C  ",C40 K,32.12,66.10,4000
5031577-1,Big Country Raw,2026-01-14,187016,"C  ",C40 K,32.12,66.10,9500
5031578-1,Big Country Raw,2026-01-14,187017,"C  ",C40 K,32.12,66.10,3800
5031579-1,Big Country Raw,2026-01-14,187311,"C  ",C40 K,32.12,66.10,1500
5031580-1,Big Country Raw,2026-01-14,187312,"C  ",C40 K,32.12,66.10,1500
5031582-1,Big Country Raw,2026-01-14,187313,"C  ",C40 K,32.12,66.10,1500
5031512-1,Big Country Raw,2026-01-08,186887,"C  ",C32 Coated White 1S,37.08,43.10,5000
5031525-1,Big Country Raw,2026-01-09,164247,"C  ",C 200# K,22.08,56.02,2000
5031649-1,Big Country Raw,2026-01-21,187381,"C  ",C44 Coated White 1S,32.00,52.10,18000
5031846-1,Big Country Raw,2026-02-11,187014,"C  ",C40 K,32.12,66.10,3500
5031847-1,Big Country Raw,2026-02-11,187015,"C  ",C40 K,32.12,66.10,4000
5031848-1,Big Country Raw,2026-02-11,187016,"C  ",C40 K,32.12,66.10,8000
5031844-1,Big Country Raw,2026-02-11,181333,"C  ",Corroplast 4MM White,43.08,35.00,1000
5031784-1,Big Country Raw,2026-02-05,186890,"C  ",C32 Coated White 1S,37.08,43.10,2000
5031785-1,Big Country Raw,2026-02-05,186888,"C  ",C32 Coated White 1S,37.08,43.10,2000
5031935-1,Big Country Raw,2026-02-23,186886,"C  ",C32 Coated White 1S,37.08,43.10,2000
5031936-1,Big Country Raw,2026-02-23,186897,"C  ",C40 Coated White 1S,33.12,67.10,2500
5031937-1,Big Country Raw,2026-02-23,187013,"C  ",C40 K,32.12,66.10,13000
5031938-1,Big Country Raw,2026-02-23,187017,"C  ",C40 K,32.12,66.10,3800
5031940-1,Tech Stone Inc - Diach Coatings,2026-02-24,188288,"B  ",B32 Coated White 2S,27.06,49.14,3
5031763-1,Tech Stone Inc - Diach Coatings,2026-02-05,164384,"B  ",B32 Coated White 1S,26.13,35.14,2000
5031764-1,Tech Stone Inc - Diach Coatings,2026-02-05,105817,"C  ",C32 K,19.02,31.14,3000
5031436-1,Tech Stone Inc - Diach Coatings,2025-12-31,102973,"DW ",BC42 K,26.11,47.02,2400
5031175-1,Tech Stone Inc - Diach Coatings,2025-11-25,184133,"C  ",C40 K,24.02,52.02,2100
5031166-1,Tech Stone Inc - Diach Coatings,2025-11-25,186452,"C  ",C32 K,17.10,54.02,2500
5031145-1,Dorken Systems Inc,2025-11-24,129602,"C  ",C32 K,47.04,39.04,3000
5031146-1,Dorken Systems Inc,2025-11-24,129602,"C  ",C32 K,47.04,39.04,300
5031331-2,Dorken Systems Inc,2025-12-12,129602,"C  ",C32 K,47.04,39.04,3000
5031912-2,Galt Display Rack Company,2026-02-19,171962,"DW ",BC48 K,31.14,82.10,30
5031056-1,New Form Tools,2025-11-13,120667,"B  ",B32 OY,43.04,28.08,1200
5031839-1,New Form Tools,2026-02-11,103653,"B  ",B32 OY,38.12,26.14,4000
5031285-1,Watts Water Technologies,2025-12-08,160072,"DW ",BC42 K,24.01,65.11,900
5031864-1,Watts Water Technologies,2026-02-12,160072,"DW ",BC42 K,24.01,65.11,900
5031342-1,M-Health Solutions,2025-12-15,184640,"E  ",E40 Coated White 2S,32.00,35.00,2500
5031332-1,Husky Injection Moulding Systems Ltd.,2025-12-12,159469,"DW ",BC48 K,29.02,78.10,200
5031303-1,Husky Injection Moulding Systems Ltd.,2025-12-09,103443,"C  ",C29 K,48.00,40.08,680
5031209-1,Husky Injection Moulding Systems Ltd.,2025-11-28,104021,"DW ",BC42 K,15.00,44.10,960
5031174-1,Husky Injection Moulding Systems Ltd.,2025-11-25,118293,"B  ",B32 K,26.01,24.00,1000
5031126-1,Husky Injection Moulding Systems Ltd.,2025-11-19,120481,"C  ",C32 K,0.00,0.00,250
5031127-1,Husky Injection Moulding Systems Ltd.,2025-11-19,104020,"DW ",BC42 K,21.08,52.10,240
5031127-2,Husky Injection Moulding Systems Ltd.,2025-11-19,104021,"DW ",BC42 K,15.00,44.10,480
5030982-1,Husky Injection Moulding Systems Ltd.,2025-11-06,121499,"B  ",B32 K,0.00,0.00,110
5031841-1,Husky Injection Moulding Systems Ltd.,2026-02-11,103441,"C  ",C29 K,18.00,28.00,600
5031841-2,Husky Injection Moulding Systems Ltd.,2026-02-11,104021,"DW ",BC42 K,15.00,44.10,480
5031841-3,Husky Injection Moulding Systems Ltd.,2026-02-11,118134,"B  ",B40 K,17.15,32.08,3000
5031378-1,Husky Injection Moulding Systems Ltd.,2025-12-18,104021,"DW ",BC42 K,15.00,44.10,480
5031378-2,Husky Injection Moulding Systems Ltd.,2025-12-18,103443,"C  ",C29 K,48.00,40.08,680
5031486-1,Husky Injection Moulding Systems Ltd.,2026-01-07,104022,"C  ",C29 K,20.10,32.15,320
5031486-2,Husky Injection Moulding Systems Ltd.,2026-01-07,104009,"DW ",BC42 K,16.10,34.14,300
5031486-3,Husky Injection Moulding Systems Ltd.,2026-01-07,159469,"DW ",BC48 K,29.02,78.10,200
5031526-1,Husky Injection Moulding Systems Ltd.,2026-01-09,104021,"DW ",BC42 K,15.00,44.10,480
5031526-2,Husky Injection Moulding Systems Ltd.,2026-01-09,104011,"DW ",BC42 K,17.02,58.10,240
5031913-1,Husky Injection Moulding Systems Ltd.,2026-02-19,104021,"DW ",BC42 K,15.00,44.10,480
5031913-2,Husky Injection Moulding Systems Ltd.,2026-02-19,175245,"DW ",BC42 K,0.00,0.00,250
5031724-1,OASIS ORIGINALS INC,2026-01-30,177849,"C  ",C44 K,29.10,78.06,240
5031726-1,OASIS ORIGINALS INC,2026-01-30,116203,"C  ",C40 K,29.10,78.06,240
5031726-2,OASIS ORIGINALS INC,2026-01-30,103558,"C  ",C29 K,37.12,78.10,240
5031140-1,OASIS ORIGINALS INC,2025-11-21,177849,"C  ",C44 K,29.10,78.06,120
5030995-1,Stepcon Industries,2025-11-07,171948,"C  ",C32 K,25.08,92.02,2000
5031039-1,Raw Performance Dog Food,2025-11-12,167174,"B  ",B32 K,46.06,47.05,15000
5031188-1,Raw Performance Dog Food,2025-11-26,167174,"B  ",B32 K,46.06,47.05,15000
5031765-1,Raw Performance Dog Food,2026-02-05,167174,"B  ",B32 K,46.06,47.05,15000
5031437-1,Raw Performance Dog Food,2025-12-31,167174,"B  ",B32 K,46.06,47.05,15000
5031736-1,Integricare,2026-02-02,133232,"C  ",C32 K,16.15,43.03,1000
5031647-1,MERCANTI SPECIALTY FOODS INC,2026-01-21,187132,"C  ",C40 K,19.08,52.06,1000
5031647-2,MERCANTI SPECIALTY FOODS INC,2026-01-21,187133,"C  ",C40 K,19.08,52.06,1000
5030957-1,MERCANTI SPECIALTY FOODS INC,2025-11-05,159890,"DW ",BC48 K,24.01,70.06,5000
5031849-1,Toni's Packaging,2026-02-11,172580,"C  ",C32 K,40.00,60.00,1100
5031849-2,Toni's Packaging,2026-02-11,172581,"C  ",C32 K,48.00,72.00,1000
5031474-1,Toni's Packaging,2026-01-07,185587,"E  ",E32 K,48.00,96.00,500
5031196-1,Louro Bros Meats,2025-11-27,105019,"C  ",C32 K,17.10,55.11,3000
5031368-1,Camden Door Controls,2025-12-17,117096,"C  ",C32 OY,16.06,53.00,700
5031472-1,Nova Filtration Tech.,2026-01-06,104146,"C  ",C32 K,20.14,67.10,250
5031762-1,Shawn and Ed Brewing,2026-02-05,187307,"C  ",C32 OY,33.14,50.00,1000
5031856-1,Vaughan Paper Products,2026-02-12,117839,"C  ",C32 K,22.10,64.02,500
5031719-1,Bizlink Elocab Ltd,2026-01-30,105677,"DW ",BC42 K,29.00,66.10,120
5031457-1,Richelieu Hardware Canada Ltd ONW002,2026-01-06,117634,"DW ",BC42 K,16.02,61.15,550
5031247-1,Richelieu Hardware Canada Ltd ONW002,2025-12-03,117634,"DW ",BC42 K,16.02,61.15,550
5030941-1,Richelieu Hardware Canada Ltd ONW002,2025-11-04,159516,"C  ",C32 K,26.15,88.08,500
5030941-2,Richelieu Hardware Canada Ltd ONW002,2025-11-04,117440,"C  ",C40 K,9.10,22.10,5000
5031939-1,Richelieu Hardware Canada Ltd ONW002,2026-02-23,117441,"C  ",C40 K,11.00,27.14,3000
5031939-2,Richelieu Hardware Canada Ltd ONW002,2026-02-23,117634,"DW ",BC42 K,16.02,61.15,550
5031034-1,12601958 Canada Inc,2025-11-12,158225,"C  ",C32 K,37.09,49.07,750
5031124-1,Max Advanced Brakes,2025-11-19,174464,"C  ",C40 K,23.10,63.02,2500
5031124-2,Max Advanced Brakes,2025-11-19,174465,"B  ",B32 K,15.01,28.02,13500
5031124-3,Max Advanced Brakes,2025-11-19,174466,"B  ",B32 K,22.00,29.14,15400
5030983-1,Parker Meats,2025-11-06,169970,"C  ",C32 K,18.10,56.02,3500
5031005-1,Brust Beverages,2025-11-10,180362,N/A,Not Applicable,0.00,0.00,153
5031005-3,Brust Beverages,2025-11-10,172611,"B  ",B32 Coated White 2S,10.08,46.12,153
5031005-5,Brust Beverages,2025-11-10,172613,"B  ",B32 Coated White 2S,47.06,104.00,153
5031005-6,Brust Beverages,2025-11-10,180357,"B  ",B32 Coated White 2S,47.06,60.14,306
5031005-7,Brust Beverages,2025-11-10,180358,"B  ",B32 Coated White 1S,44.10,33.00,153
5031005-8,Brust Beverages,2025-11-10,180359,"B  ",B32 Coated White 1S,26.14,49.08,306
5031005-9,Brust Beverages,2025-11-10,172617,"B  ",B32 OY,28.00,41.00,1224
5031005-10,Brust Beverages,2025-11-10,172618,"C  ",C32 K,29.08,19.00,1224
5031005-11,Brust Beverages,2025-11-10,172620,"C  ",C32 K,47.08,5.04,612
5031005-12,Brust Beverages,2025-11-10,172621,"C  ",C32 K,47.08,10.04,1224
5031005-13,Brust Beverages,2025-11-10,180361,"B  ",B32 Coated White 1S,26.14,49.08,306
5031005-14,Brust Beverages,2025-11-10,173239,"B  ",B32 Coated White 1S,26.14,49.08,306
5031005-15,Brust Beverages,2025-11-10,173240,"B  ",B32 Coated White 1S,26.14,49.08,306
5031005-16,Brust Beverages,2025-11-10,173241,"B  ",B32 Coated White 1S,44.10,33.00,153
5031005-17,Brust Beverages,2025-11-10,173242,"B  ",B32 Coated White 1S,44.10,33.00,153
5031005-18,Brust Beverages,2025-11-10,173243,"B  ",B32 Coated White 1S,44.10,33.00,153
5031005-19,Brust Beverages,2025-11-10,173655,"B  ",B32 OY,18.04,41.00,306
5031006-1,Brust Beverages,2025-11-10,180362,N/A,Not Applicable,0.00,0.00,200
5031006-3,Brust Beverages,2025-11-10,172611,"B  ",B32 Coated White 2S,10.08,46.12,200
5031006-5,Brust Beverages,2025-11-10,172613,"B  ",B32 Coated White 2S,47.06,104.00,200
5031006-6,Brust Beverages,2025-11-10,180357,"B  ",B32 Coated White 2S,47.06,60.14,400
5031006-7,Brust Beverages,2025-11-10,180358,"B  ",B32 Coated White 1S,44.10,33.00,200
5031006-8,Brust Beverages,2025-11-10,180359,"B  ",B32 Coated White 1S,26.14,49.08,400
5031006-9,Brust Beverages,2025-11-10,172617,"B  ",B32 OY,28.00,41.00,1600
5031006-10,Brust Beverages,2025-11-10,172618,"C  ",C32 K,29.08,19.00,1600
5031006-11,Brust Beverages,2025-11-10,172620,"C  ",C32 K,47.08,5.04,800
5031006-12,Brust Beverages,2025-11-10,172621,"C  ",C32 K,47.08,10.04,1600
5031006-13,Brust Beverages,2025-11-10,180361,"B  ",B32 Coated White 1S,26.14,49.08,400
5031006-14,Brust Beverages,2025-11-10,173239,"B  ",B32 Coated White 1S,26.14,49.08,400
5031006-15,Brust Beverages,2025-11-10,173240,"B  ",B32 Coated White 1S,26.14,49.08,400
5031006-16,Brust Beverages,2025-11-10,173241,"B  ",B32 Coated White 1S,44.10,33.00,200
5031006-17,Brust Beverages,2025-11-10,173242,"B  ",B32 Coated White 1S,44.10,33.00,200
5031006-18,Brust Beverages,2025-11-10,173243,"B  ",B32 Coated White 1S,44.10,33.00,200
5031006-19,Brust Beverages,2025-11-10,173655,"B  ",B32 OY,18.04,41.00,400
5031730-1,Riverside Brass & Aluminum,2026-01-30,105045,"DW ",BC42 K,16.00,54.12,250
5031731-1,Riverside Brass & Aluminum,2026-01-30,105045,"DW ",BC42 K,16.00,54.12,250
5031750-1,Riverside Brass & Aluminum,2026-02-03,115253,"C  ",C32 K,32.00,48.00,250
5031252-1,Zarky's Fine Foods,2025-12-03,105310,"C  ",C29 K,19.08,59.02,2000
5031268-1,Monte Design Group Inc.,2025-12-04,123018,N/A,Not Applicable,0.00,0.00,720
5031522-1,Monte Design Group Inc.,2026-01-08,118094,N/A,Not Applicable,0.00,0.00,960
5031536-1,Monte Design Group Inc.,2026-01-12,116838,"C  ",C32 K,0.00,0.00,240
5031905-1,Monte Design Group Inc.,2026-02-19,123018,N/A,Not Applicable,0.00,0.00,720
5031305-1,Accuflex  Industrial Hose Ltd,2025-12-09,175027,"C  ",C40 OY,33.12,53.10,3000
5031305-2,Accuflex  Industrial Hose Ltd,2025-12-09,181459,"C  ",C40 K,33.12,53.10,3000
5031869-1,Brantford Hydraulics Ltd,2026-02-12,105459,"C  ",C32 K,39.00,32.02,50
5031673-1,Westbrook Floral,2026-01-23,161150,"C  ",C32 K,29.04,33.04,20000
5031521-1,MJ Holding Company,2026-01-08,104763,"C  ",C40 K,30.08,78.03,15000
5031097-1,MJ Holding Company,2025-11-18,105780,"C  ",C32 K,24.09,62.00,5000
5031590-1,Hansentek,2026-01-14,111222,"DW ",BC42 K,19.05,56.00,250
5031283-1,Koolatron Corp,2025-12-08,154226,"C  ",C32 K,26.14,51.02,2500
5031284-1,Koolatron Corp,2025-12-08,154226,"C  ",C32 K,26.14,51.02,2500
5031130-1,Goodminds.com,2025-11-19,121306,"C  ",C40 K,19.10,54.10,500
5031130-2,Goodminds.com,2025-11-19,120849,"DW ",BC42 K,21.00,66.10,500
5031725-1,Goodminds.com,2026-01-30,121306,"C  ",C40 K,19.10,54.10,500
5031725-2,Goodminds.com,2026-01-30,120849,"DW ",BC42 K,21.00,66.10,750
5031502-1,Hohner Corporation,2026-01-08,127093,"C  ",C32 K,8.14,27.14,3000
5031747-1,Mitchell's Soup Company,2026-02-03,123498,"B  ",B32 K,46.04,48.04,15750
5031747-2,Mitchell's Soup Company,2026-02-03,158846,"C  ",C32 K,17.12,52.03,10880
5031747-3,Mitchell's Soup Company,2026-02-03,131197,"DW ",BC42 K,36.00,55.02,2000
5031523-1,Back2Raw,2026-01-09,184255,"B  ",B32 OY,43.01,41.03,1380
5031523-2,Back2Raw,2026-01-09,184260,"B  ",B32 OY,43.01,41.03,690
5031523-3,Back2Raw,2026-01-09,186346,"B  ",B32 OY,43.01,41.03,900
5031125-1,Back2Raw,2025-11-19,184264,"B  ",B32 OY,43.01,41.03,6210
5031125-2,Back2Raw,2025-11-19,184263,"B  ",B32 OY,43.01,41.03,2070
5031125-3,Back2Raw,2025-11-19,184262,"B  ",B32 OY,43.01,41.03,3450
5031125-4,Back2Raw,2025-11-19,184267,"B  ",B32 OY,43.01,41.03,4140
5031125-5,Back2Raw,2025-11-19,184268,"B  ",B32 OY,43.00,41.03,4140
5031125-6,Back2Raw,2025-11-19,184269,"B  ",B32 OY,43.01,41.03,2760
5031125-7,Back2Raw,2025-11-19,184265,"B  ",B32 OY,43.01,41.03,2070
5031125-8,Back2Raw,2025-11-19,184255,"B  ",B32 OY,43.01,41.03,1380
5031125-9,Back2Raw,2025-11-19,184256,"B  ",B32 OY,43.01,41.03,690
5031125-10,Back2Raw,2025-11-19,184266,"B  ",B32 OY,43.01,41.03,2760
5031125-11,Back2Raw,2025-11-19,184254,"B  ",B32 OY,43.01,41.03,1380
5031125-12,Back2Raw,2025-11-19,184258,"B  ",B32 OY,43.01,41.03,1380
5031125-13,Back2Raw,2025-11-19,184259,"B  ",B32 OY,43.01,41.03,690
5031125-14,Back2Raw,2025-11-19,184257,"B  ",B32 OY,43.01,41.03,1380
5031125-15,Back2Raw,2025-11-19,184261,"B  ",B32 OY,43.01,41.03,1380
5031125-16,Back2Raw,2025-11-19,184260,"B  ",B32 OY,43.01,41.03,690
5031125-17,Back2Raw,2025-11-19,186346,"B  ",B32 OY,43.01,41.03,4140
5031125-18,Back2Raw,2025-11-19,186348,"B  ",B32 OY,43.01,41.03,4140
5031125-19,Back2Raw,2025-11-19,186347,"B  ",B32 OY,43.01,41.03,4140
5031637-1,Slotlabel,2026-01-20,185041,"C  ",C32 K,16.08,48.02,500
5031194-1,New Era Grafix,2025-11-27,184895,"B  ",B32 Coated White 2S,33.08,34.14,110
5031027-1,Walters Inc,2025-11-11,185465,"B  ",B32 Coated White 2S,45.14,44.11,775
5031709-1,Community Care St,2026-01-29,109208,"C  ",C32 K,19.04,57.02,3000
5031462-1,SilverCreek Packaging,2026-01-06,113214,"DW ",BC42 K,20.05,54.06,1000
5031340-1,National Trailer Parts,2025-12-12,156282,"C  ",C32 K,20.10,54.03,750
5031678-1,Cremation Supplies of North America,2026-01-23,109471,"B  ",B32 K,29.02,28.09,3000
5031636-1,Coorstek,2026-01-20,110150,"B  ",B29 K,41.09,37.10,10000
5031258-1,Coorstek,2025-12-03,181927,"B  ",B32 K,39.07,69.04,10000
5030948-1,Coorstek,2025-11-04,110150,"B  ",B29 K,41.09,37.10,10000
5031616-1,Kalora Interiors Intl. Inc.,2026-01-16,164327,"B  ",B32 Coated White 1S,45.08,52.02,750
5031616-2,Kalora Interiors Intl. Inc.,2026-01-16,164329,"B  ",B32 Coated White 1S,45.08,52.02,250
5031320-1,1414406 Ontario Ltd,2025-12-10,111366,"B  ",B32 K,26.00,21.13,1000
5031341-1,Fastenal Canada,2025-12-15,172271,"DW ",BC51 K,38.01,53.09,140
5031886-1,Elastochem Specialty Chemical,2026-02-17,132169,"B  ",B23 K,31.12,63.00,1224
5031897-1,Oxi Brite Inc,2026-02-18,154443,"C  ",C32 K,21.06,48.10,5000
